,리뷰,별점,리뷰자 평균 평점,리뷰자 누적 리뷰 개수,영업 시간,이미지url,가게명,가게 주소,메뉴,카카오 url,업종
43,대기시간 참고 기다려서 먹을만한 집. 재방문의사 있음.,5,3.6,65,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
44,대표 메뉴인 석쇠 불고기를 강추합니다.,5,4.7,69,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
45,맛도 맛이지만 온돌방 뜨~끈한게 기분 참 좋네요~~,5,3.2,136,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
46,"맛있어요~! 불고기도 맛있고 밑반찬도 깔끔 정갈하고 후식으로 주는 식혜가 너무 제 스타일 ㅎ+ 어르신들, 아이들 데리고 오셔서 같이 오래 기다리시는 분들이 많은 것 같아 꿀팁 남겨봐요. '테이블링' 어플 깔아 로그인한 후 '원격 줄서기'한 후 가게에 순서 맞춰간 후 당일 코드 번호 입력하시면 가게 앞에서 웨이팅 덜 하고 드실 수 있어요",5,4.0,54,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
47,월요일 저녁 일찍 가서 웨이팅 없었구 맛있어요,5,3.8,22,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
48,,1,2.5,11,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
49,,5,4.2,5,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
50,바빠서 그런지 몰라도 말투가 좀 툭툭거리며 불친절.... 하였으니 한분만 그러신거구 다른분들 너무 친절하시구 맛도 좋았어요.,4,3.8,14,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
51,나홀로족인데도 눈치 안주고 천천히 맛있게 식사분위기 만들어주셔서 맛있는 음식 즐겁게 먹고 갑니다 :),5,4.7,104,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
52,진짜 친절하시고 너무너무 맛있어요ㅠㅠ자리도 편하고 식당 인테리어도 너무 예쁨 인생 언양불고기 !!!,5,3.2,27,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
53,등심 먹기 좋습니다. 2명가서 등심2인분 불고기2인분 이렇게 시켜먹었습니다.,5,3.7,24,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
54,식혜맛집,4,4.5,24,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
55,불고기 맛있어요~,5,4.4,157,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
56,,5,3.3,3,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
57,나름 기본 이상은 되는 맛집,4,3.8,9,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
58,언양기와집불고기.   항상 대기해야 하는집.  추석 명절에도 30분 대기.   언양을 지나가게되면 반드시 한번 들르게 되는집.  소고기를 양념에 재어 며칠 지난 후 바삭하게 석쇄구이 해서 주는집.  달콤 짭짭 해서 어떤 아이들도 좋아할 맛.  점심경에 언양 근처를 지날때 추천하는 집.  참 식당 정원과 내부 모습도 멋있게 꾸며놓아서 외부 손님이랑 방문해도 좋음.  특히 외국인들 좋아함    참고로 항상 비교되는 광양식 불고기는 소고기에 양념을 바로해서 숯불에 굽는방식임.  식후 나오는 식혜가 맛있어서 별 1개 추가.,5,3.6,150,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
59,불고기는 방문인분만큼만 시키셔도 충분한 것 같습니다맛은 괜찮은데 물려서 1인분이상 먹기 조금 버겁더라구요된장은 보통입니다 대체로 만족이고 무난합니다다른테이블에 육회 괜찮아 보였어요ㅋㅋㅋ,4,2.8,5,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
60,"30여년간 다녔고 외지에서 손님.친구.지인들 오시면 모셨는데근래엔 차량이 줄을 이어 언양인으로써 양보하는 미덕으로 자주 못갔는데방어진에서 오신 후배와 손님부녀 이곳엘 꼭 가보자해서 갔는데이게 어떻게 된 일인가!!!!!언양식 불고기에 무슨 대패살 같은 뒷다리살을 섞어  넣어는지..먼데서 오신 부녀 손님도 실망 실망""이것 먹으려고 백리길 왔남""하신다",2,4.1,23,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
61,간이 삼삼하네요 감칠맛 돌고 입맛을 확끌어당기는 맛은 아닙니다 오히려 육회를 시켰는데 육회가 괜찮았습니다 ^^,3,3.1,55,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
62,,5,4.6,126,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
63,언양갈 때마다 자주 갑니다. 맛있습니다. 乃,5,4.8,49,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
64,밑반찬이 짜지 않고 솜씨 좋은 맛. 불고기 맛있고 쾌적해요. 독실 드갔는데 좋습니다. 주차는 왜 만차라고 되어있을까? 라는 의문이드네요. 뒷문으로 가니 자리있었어요.,4,4.0,21,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
65,,1,2.7,118,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
66,언양불고기에서 느끼고 싶은 바로 그 맛을 정확하게 내 주네요 (불맛 연한고기 살짝 단 맛)넓고 쾌적하고 정성껏 가꾼 공간도 멋지고요역시 명불허전!,5,3.0,6,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
67,어의없게 3인분이라고 주문했는데 4인분 가져오면서 4인분 하셨죠.......지들 맘대로.ㅋㅋㅋㅋㅋ 그냥 4인분 먹어 양적으니 이런 느낌 무슨 깡패도 아니고 양이 졸라 적긴하고 졸라 비싸고 그렇다고 특별하게 맛있는것도 아니고 ㅋㅋㅋ쌈채소 남아있는데 괜찬다고 해도 하나더 놓고가고 그거 않먹으면 침 다튄 채소 또다른 상에 나갈거고 아무튼 개판이다.....,1,1.1,56,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
68,휴일 밥 먹으로 갔더니 만차 팻말 세워놓고 들억 갈수 없다고 손짓만 하고어디다가 주차를 하라는 건지... 먹고 싶으면 알아서 아무데나 주차하고 오라는 얘기인지...늘 사람이 붐비든데 주차장을 따로 좀 마련하든가...,1,2.1,11,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
69,불고기 은은한 단맛으로 맛있어요.밥 된장.주문해서 쌀밥위에 고기 반찬 올려 먹으니궁합이 좋아요. 대기는 30분 정도 했는데 카톡 안내 시스템이 있어 좋았어요. 직원분들 다들 친절하셨어요.기와집에서 먹으니 분위기 고즈넉하고 좋네요.길 건너에 있는.아이스크림집도 맛있어요,5,4.6,194,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
70,음식은 괜찮은데 주차장 직원 싸가지 없네요,1,2.3,4,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
71,"평일이라 웨이팅없이 바로입장함. 친절하고 맛있어서 금새 다먹음! 언양불고기랑 육회, 물막, 비막 다먹었는데 갠적으론 만족스러웠음. 다만 음식이 전체적으로 달달한 편이므로 싫어하는 사람도 있을수 있음! 또하나는 주차장 입구 찾느라 헤멨음; 출구랑 입구가 다른 쪽에 있는데 입구 표지판을 설치하던지 출구쪽을 넓혀서 입구로 쓰든지 했으면 좋겠음. 여튼 잘 먹구감^^",5,4.0,337,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
72,맛있고 또 맛있고 가격은 조금 비싼게 흠임,4,3.6,40,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
73,찐맛집,5,4.5,281,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
74,주문이 체계도 없고값은 비싸고양은 적고밖에서 웨이팅하고 들어가면또 음식주문후 웨이팅공기밥달라면 또 웨이팅추가고기 또 웨이팅잊어먹었는지여러명에게 말함막국수만 빨리 주는듯성격급하면 비추맛은 보통해남 천일식당 갈비가 훨씬 맛있다고아이가 말함먹을반찬없고그가격에 된장찌개도 따로 돈받아서 깜놀,2,2.3,15,매일 11:00 ~ 20:50,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E78BF5ABCA14871B30DBE72165FA53B',언양기와집불고기,울산 울주군 언양읍 헌양길 86 (우)44942,추천언양불고기(180g) 추천육회(200g) 등심(120g) 낙엽살(120g) 안거미(120g) 꽃살(120g) 물막국수 비빔막국수 된장찌개 공기밥 새우살(120g),https://place.map.kakao.com/16810283,한식
